id,area_code,establishments,total_employed,total_wages,taxable_wage
72780,C4270,4852,159574,490287380,214970812
72781,C4270,4892,161268,540761924,64646608
72782,C4270,4936,157940,528261868,43019350
72783,C4270,4942,164388,612172524,46912086
72784,C4270,5032,168836,565456540,241493920
72785,C4270,5066,166644,599112176,62402644
72786,C4270,5106,163542,616153342,45048094
72787,C4270,5132,170252,647625792,42317832
72788,C4270,5182,174174,670011684,262825370
72789,C4270,5256,173438,642531666,62711728
72790,C4274,1243,58332,175121046,108629612
72791,C4274,1256,58959,183844674,48757122
72792,C4274,1269,58601,176786343,25843920
72793,C4274,1278,59378,187097976,19667239
72794,C4274,1280,58020,177794256,107523746
72795,C4274,1295,52758,170031470,39992091
72796,C4274,1290,54152,171366340,21137349
72797,C4274,1304,56310,195527429,19762052
72798,C4274,1299,54872,178394438,104775286
72799,C4274,1290,55897,194436541,41892797
72800,C4274,1296,55168,191801034,24755349
72801,C4274,1327,57034,217817176,23487240
72802,C4274,1335,56156,196717246,112844489
72803,C4274,1345,57272,207706709,39238244
72804,C4274,1354,56508,217212985,24566932
72805,C4274,1356,58055,221587104,20452919
72806,C4274,1370,57581,222105509,119123036
72807,C4274,1382,58730,219263177,32435723
72808,C4278,974,47990,146243950,81674201
72809,C4278,980,48107,142787608,27394911
72810,C4278,982,46168,139836564,15880661
72811,C4278,979,46930,145388403,14194150
72812,C4278,974,45911,144020238,76368572
72813,C4278,977,40121,126376211,21033221
72814,C4278,986,44928,142777178,15709221
72815,C4278,982,45465,160035267,12729162
72816,C4278,973,44430,144992270,76251740
72817,C4278,965,45886,150889534,27246306
72818,C4278,970,45831,158134797,16496532
72819,C4278,973,46229,173835869,14674245
72820,C4278,983,45719,165365866,84585610
72821,C4278,986,46968,162367563,25426710
72822,C4278,984,46850,175704393,16981878
72823,C4278,988,46996,176477259,12577852
72824,C4278,1001,46544,172657430,87865089
72825,C4278,1001,47225,173492291,23759950
72826,C4282,845,36650,122612167,59900359
72827,C4282,861,36779,117583328,16139991
72828,C4282,869,36387,120002465,9057180
72829,C4282,861,36597,127426351,9283086
72830,C4282,851,36017,125602249,58745807
72831,C4282,853,32353,108496179,12678595
72832,C4282,861,33655,114359931,8333275
72833,C4282,870,33761,133187636,8244448
72834,C4282,865,33337,113825102,53454757
72835,C4282,868,33556,115108870,15058182
72836,C4282,885,34062,121558296,9658368
72837,C4282,889,34135,132293694,9996897
72838,C4282,901,34419,122563608,56647557
72839,C4282,901,34647,120739488,15356211
72840,C4282,921,34144,125618565,10450576
72841,C4282,929,34543,137641507,9412728
72842,C4282,954,33856,130801350,58444165
72843,C4282,968,34209,132599630,14572137
72844,C4286,1661,72020,311613496,171581790
72845,C4286,1682,73226,277891062,63176461
72846,C4286,1708,72726,264712686,33765796
72847,C4286,1726,73677,299287602,27083644
72848,C4286,1745,72026,294273957,168338273
72849,C4286,1759,68639,267884496,58993591
72850,C4286,1781,69845,261605068,31565669
72851,C4286,1790,71015,307866767,26641072
72852,C4286,1795,69577,281159416,163754280
72853,C4286,1803,70928,285646678,66089093
72854,C4286,1817,69822,274665415,34305130
72855,C4286,1832,71135,319471906,32133628
72856,C4286,1879,70690,315605451,172412379
72857,C4286,1862,72461,316436999,69344307
72858,C4286,1901,72635,323183261,40696064
72859,C4286,1924,75281,338512775,34451483
72860,C4286,1915,75807,357239655,194105021
72861,C4286,1933,76291,344630709,66664542
72862,C4290,758,36414,175098716,59469690
72863,C4290,760,38106,152883518,23077488
72864,C4290,768,37839,138914526,13875533
72865,C4290,769,36907,154683484,9527141
72866,C4290,771,35411,165435717,61310396
72867,C4290,761,29139,124349556,16070829
72868,C4290,766,31156,128004877,11361074
72869,C4290,764,32368,147442621,9133161
72870,C4290,755,30319,147416193,51942242
72871,C4290,756,32555,147468933,21016851
72872,C4290,755,32805,154252869,15084050
72873,C4290,774,32624,163767391,11089128
72874,C4290,774,30593,168088425,58032240
72875,C4290,768,32097,152593111,20564066
72876,C4290,769,32005,148004916,14137616
72877,C4290,768,31406,152301649,9058518
72878,C4290,766,29845,158253621,59864203
72879,C4290,775,31657,154606265,19757130
72880,C4294,2900,137498,350853291,198577174
72881,C4294,2905,150824,389515956,87557537
72882,C4294,2920,151307,394495314,63950825
72883,C4294,2957,150252,452169569,45425232
72884,C4294,2984,142366,379832662,213660926
72885,C4294,2980,117295,321102850,54352620
72886,C4294,3015,137952,399436078,63584734
72887,C4294,3064,142820,492545793,50041487
72888,C4294,3091,136297,377485509,210440644
72889,C4294,3104,148471,459101778,90254876
72890,C4294,3173,150132,472293180,71624885
72891,C4294,3219,149020,546737635,53742469
72892,C4294,3247,143055,437921759,234292937
72893,C4294,3288,156084,500025694,90549897
72894,C4294,3319,153864,520580901,67119730
72895,C4294,3339,154003,581540177,49786266
72896,C4294,3378,146722,510462198,251243052
72897,C4294,3395,160520,538613640,87059761
72898,C4298,977,65364,257499388,138633300
72899,C4298,982,65885,256576697,36424145
72900,C4298,979,66092,260814648,23735649
72901,C4298,984,66487,276140017,23514873
72902,C4298,980,66925,278771657,149247792
72903,C4298,974,56765,213813956,30312396
72904,C4298,968,65815,264845721,23531658
72905,C4298,961,67334,290341920,25241160
72906,C4298,958,66987,263371498,147137816
72907,C4298,952,67063,266919029,38336992
72908,C4298,957,67470,280389097,25460338
72909,C4298,954,68685,302753429,24973144
72910,C4298,980,68509,290941504,152476550
72911,C4298,977,68570,288213932,35134500
72912,C4298,998,68696,299563382,26504369
72913,C4298,1007,68692,308354632,21981075
72914,C4298,1020,66503,302669593,150193690
72915,C4298,1021,66794,297867693,29479909
72916,C4302,1133,43531,124586170,78957139
72917,C4302,1140,44825,128824027,40262663
72918,C4302,1153,44529,126014825,20505464
72919,C4302,1167,44609,134966379,14646749
72920,C4302,1154,43269,124431317,79183620
72921,C4302,1162,38372,122274585,34194712
72922,C4302,1167,41661,123161925,18938777
72923,C4302,1167,41519,141581056,14604020
72924,C4302,1146,41476,124997216,78288881
72925,C4302,1153,43164,136163458,38565546
72926,C4302,1160,42513,138617132,19893905
72927,C4302,1153,42380,151418668,15563451
72928,C4302,1146,41305,137931918,83388868
72929,C4302,1152,42490,140897531,36553852
72930,C4302,1157,42660,152503725,20520489
72931,C4302,1148,42332,148792197,14119547
72932,C4302,1141,41074,151813084,87882701
72933,C4302,1160,42556,148536630,33665653
72934,C4306,1427,67093,197971835,149405341
72935,C4306,1432,67699,208942474,97036496
72936,C4306,1434,66185,202215793,54923633
72937,C4306,1440,68562,214387748,38913314
72938,C4306,1416,67959,207144899,156463802
72939,C4306,1424,62796,209669969,94044635
72940,C4306,1420,62648,197172442,52400757
72941,C4306,1424,65861,229672556,38430290
72942,C4306,1406,65419,206565211,161669772
72943,C4306,1403,66161,226629242,123476687
72944,C4306,1401,64531,216549769,80992974
72945,C4306,1399,67099,244991066,61623541
72946,C4306,1414,66528,224731723,176341865
72947,C4306,1416,67638,244142580,132134247
72948,C4306,1452,66247,245698583,84984077
72949,C4306,1465,68544,250760042,55440462
72950,C4306,1483,68157,251773590,197388593
72951,C4306,1494,67755,253631045,133072530
72952,C4310,5674,362322,1599076950,929063776
72953,C4310,5698,374320,1509946030,308831192
72954,C4310,5654,373324,1496962408,166993774
72955,C4310,5706,366110,1583762668,110851618
72956,C4310,5580,358892,1582703022,926432724
72957,C4310,5608,331912,1445439138,262761562
72958,C4310,5696,350570,1480788956,147367056
72959,C4310,5704,350512,1715450252,117203024
72960,C4310,5622,343566,1569952022,898697876
72961,C4310,5664,354758,1559441244,302158288
72962,C4310,5730,354756,1603718412,170906220
72963,C4310,5794,353352,1768785054,139040160
72964,C4310,5730,346770,1759663630,942762770
72965,C4310,5732,359426,1683965442,300362184
72966,C4310,5766,361186,1717937994,175712500
72967,C4310,5762,357762,1800723448,122097634
72968,C4310,5808,354416,1825011624,992367928
72969,C4310,5912,366722,1769411740,267322366
72970,C4314,2014,106679,369792995,244579394
72971,C4314,2025,107045,365400220,172345273
72972,C4314,2030,105362,359162694,105068921
72973,C4314,2056,108621,387924573,77159232
72974,C4314,2098,107895,376418240,241549295
72975,C4314,2100,98625,348091122,160307589
72976,C4314,2082,100304,356370940,105908941
72977,C4314,2116,104553,409285501,79858965
72978,C4314,2123,104643,357202475,240025578
72979,C4314,2146,104882,387295805,184951661
72980,C4314,2170,104813,396637701,122476325
72981,C4314,2186,107618,447746540,90885404
72982,C4314,2230,107066,424004766,268647340
72983,C4314,2249,108194,425318844,210476639
72984,C4314,2269,105034,441796321,136991288
72985,C4314,2278,109136,452144807,89243121
72986,C4314,2293,108557,468911671,306412301
72987,C4314,2327,108739,438480158,215288562
72988,C4318,868,48375,154193155,86514524
72989,C4318,863,49528,168538272,21306549
72990,C4318,864,47643,160109821,13950733
72991,C4318,877,47946,170458115,11964692
72992,C4318,892,48075,159609579,86038929
72993,C4318,893,45383,161865330,19878849
72994,C4318,912,46559,164696421,13686492
72995,C4318,919,47271,187954369,14905541
72996,C4318,937,47880,160763623,85851053
72997,C4318,961,49654,196375804,23509406
72998,C4318,982,48848,189740025,17768772
72999,C4318,991,50286,210376453,16627395
73000,C4318,991,50723,192240018,94686553
73001,C4318,995,52188,208414845,23317118
73002,C4318,1001,50963,219284984,19091193
73003,C4318,1005,52486,224607597,16437675
73004,C4318,1020,53266,217523874,101340664
73005,C4318,1040,54655,222291428,25532471
73006,C4322,1425,41966,149200895,70763020
73007,C4322,1425,43036,154310221,70689585
73008,C4322,1431,43678,160286841,64525977
73009,C4322,1435,45474,170407024,60549378
73010,C4322,1462,42390,157019143,77424403
73011,C4322,1455,39548,151096483,69260568
73012,C4322,1466,41491,161767835,68642228
73013,C4322,1720,42294,179549485,67788350
73014,C4322,1458,39186,153258912,78093171
73015,C4322,1487,41233,165503047,80736549
73016,C4322,1510,42166,174177879,76354389
73017,C4322,1540,44312,187998761,75878203
73018,C4322,1514,41651,170752818,87710478
73019,C4322,1416,43191,179143161,88668152
73020,C4322,1231,43660,195592527,88090058
73021,C4322,1240,46164,202781793,81639483
73022,C4322,1227,42623,189645039,97154050
73023,C4322,1243,43735,195378170,95326314
73024,C4326,1416,39131,138111928,80196855
73025,C4326,1430,40826,146506113,64097009
73026,C4326,1441,40867,146906083,44612884
73027,C4326,1450,40395,158713155,29651118
73028,C4326,1444,39544,143632766,84020073
73029,C4326,1453,39127,147337937,63936373
73030,C4326,1475,40039,150078962,43481469
73031,C4326,1484,39886,168241735,29729314
73032,C4326,1492,38918,145036003,86301758
73033,C4326,1527,40981,159486452,71156422
73034,C4326,1552,41221,163836095,49764719
73035,C4326,1570,40883,187893866,34392383
73036,C4326,1601,39930,161033420,96470573
73037,C4326,1631,41673,176035897,77460891
73038,C4326,1659,42546,188382229,53951907
73039,C4326,1647,41708,190846491,33207206
73040,C4326,1667,40994,180973974,106436639
73041,C4326,1698,42740,188883923,79543036
73042,C4330,6244,281008,1043139406,520670004
73043,C4330,6198,286486,1041009252,154545032
73044,C4330,6236,285676,1051097124,97283118
73045,C4330,6182,288960,1120984132,84061884
73046,C4330,6288,287664,1097313450,534898354
73047,C4330,6236,269660,1031452282,133272446
73048,C4330,6216,279450,1068783990,90729194
73049,C4330,6228,285846,1234322260,91261360
73050,C4330,6274,284008,1124268846,522531290
73051,C4330,6388,291310,1186331096,157097852
73052,C4330,6390,288274,1210240294,107305164
73053,C4330,6386,291924,1355515758,105851000
73054,C4330,6406,279194,1200041436,552869240
73055,C4330,6440,286790,1232324852,154888576
73056,C4330,6490,288334,1334339070,116877030
73057,C4330,6472,292382,1363021916,94116968
73058,C4330,6464,300866,1401701316,620620156
73059,C4330,6466,305932,1382339724,147314176
73060,C4332,1649,79209,252199858,88088546
73061,C4332,1648,81460,273695278,28164078
73062,C4332,1652,80448,271560507,18958006
73063,C4332,1670,80720,277418095,14712721
73064,C4332,1652,79046,260460543,88921453
73065,C4332,1656,75302,275952067,23578741
73066,C4332,1682,77920,278502132,17904229
73067,C4332,1691,80294,317398684,15772695
73068,C4332,1699,78746,270179577,93616906
73069,C4332,1728,80785,315342896,27822712
73070,C4332,1747,81262,299228036,22541950
73071,C4332,1775,83372,335429076,20389515
73072,C4332,1811,81643,293077657,101528315
73073,C4332,1834,82248,333501740,27940852
73074,C4332,1861,82468,320571114,22850717
73075,C4332,1870,83971,337778770,18128170
73076,C4332,1878,82525,319027821,114560940
73077,C4332,1911,82203,342207982,33926254
73078,C4334,23388,1044078,3818176720,1554812514
73079,C4334,23618,1048226,3804201564,433941778
73080,C4334,23722,1042634,3769836338,289755974
73081,C4334,23916,1046798,4117202674,254688200
73082,C4334,23840,1030980,3817665192,1496291100
73083,C4334,23814,922326,3589316482,337762120
73084,C4334,24074,955050,3713146168,251208438
73085,C4334,24372,984036,4245993378,268546552
73086,C4334,24212,976636,3689035470,1427136216
73087,C4334,24540,987432,4017711494,421373856
73088,C4334,24924,991584,4085700394,310485360
73089,C4334,25094,1009146,4566240090,297163648
73090,C4334,25134,1004010,4147028632,1539222870
73091,C4334,25552,1012722,4331339492,417135974
73092,C4334,25866,1019668,4590555844,318489452
73093,C4334,26040,1028014,4725844722,264137526
73094,C4334,26206,1026032,4658798252,1624586252
73095,C4334,26412,1032116,4554143252,386253418
73096,C4338,1023,82360,333989134,183692902
73097,C4338,1030,83702,343300620,36935466
73098,C4338,1032,82949,344823804,23216727
73099,C4338,1036,82475,395045307,19945927
73100,C4338,1042,80464,332693176,175310104
73101,C4338,1046,72431,286799646,24875670
73102,C4338,1063,78680,338262323,21019439
73103,C4338,1060,78667,420041184,21938331
73104,C4338,1066,78326,325559495,173131968
73105,C4338,1066,80098,346413645,32771224
73106,C4338,1069,80180,362920720,25022850
73107,C4338,1072,81420,430117032,24513165
73108,C4338,1080,79998,344324759,176304732
73109,C4338,1097,80760,364511399,34432294
73110,C4338,1108,80868,418789039,26520537
73111,C4338,1119,81373,415918526,22106594
73112,C4338,1126,80350,373388300,180536237
73113,C4338,1129,81802,392430026,36458527
73114,C4342,4500,203518,777833050,248452960
73115,C4342,4542,204226,785490426,68974890
73116,C4342,4552,201282,817109706,52043310
73117,C4342,4572,211176,857088308,52208754
73118,C4342,4546,212392,861320868,278183814
73119,C4342,4550,202430,879165826,65096492
73120,C4342,4610,207456,924394418,49227350
73121,C4342,4636,213714,1006436478,42634498
73122,C4342,4634,207014,846966028,273191322
73123,C4342,4702,203014,876699306,65043256
73124,C4342,4734,202414,889181084,47981514
73125,C4342,4804,205586,968872972,44499538
73126,C4342,4870,203576,882459674,269559758
73127,C4342,4924,203844,949398030,65595686
73128,C4342,5004,201630,934042728,46738392
73129,C4342,5056,206868,977180244,40772814
73130,C4342,5032,206288,965618736,312301488
73131,C4342,5096,208298,998302664,74482184
73132,C4346,1417,46507,142345674,88860823
73133,C4346,1418,47062,151831395,36136166
73134,C4346,1416,45647,142325041,18718852
73135,C4346,1423,46684,157334038,15762454
73136,C4346,1409,46058,145907798,88261837
73137,C4346,1422,44233,151168004,31565727
73138,C4346,1425,44652,148564061,17862805
73139,C4346,1424,46633,177020199,17090895
73140,C4346,1380,46524,151023474,88020066
73141,C4346,1359,47575,170592275,34488796
73142,C4346,1357,46672,163703999,20695809
73143,C4346,1372,48319,194964561,17343078
73144,C4346,1356,47365,168879632,94997154
73145,C4346,1366,47987,183770648,33486944
73146,C4346,1367,47451,182820227,21370534
73147,C4346,1393,48397,190216618,17857233
73148,C4346,1386,47457,185738401,98694193
73149,C4346,1398,48369,193373561,27941866
73150,C4350,760,27421,101228961,63991879
73151,C4350,758,27753,95836642,32277025
73152,C4350,771,26628,95212284,21357899
73153,C4350,776,28124,96060788,17252185
73154,C4350,756,28045,105946622,66552052
73155,C4350,769,25535,88302305,30554569
73156,C4350,765,23392,82129973,20812712
73157,C4350,770,25449,92296539,18039276
73158,C4350,743,24766,100885330,61538505
73159,C4350,749,25504,98280779,35905589
73160,C4350,760,24798,93991600,26658672
73161,C4350,773,26196,112180433,26734349
73162,C4350,785,26018,128351920,72655131
73163,C4350,764,27333,116383219,44640388
73164,C4350,762,26400,114856194,35685543
73165,C4350,770,27544,118665700,30148218
73166,C4350,744,27258,125267294,81368245
73167,C4350,748,27625,122305003,47157171
73168,C4358,10856,518188,1942616208,1339302218
73169,C4358,10890,498660,1871720453,878970967
73170,C4358,10796,526306,2042830776,562328134
73171,C4358,10838,499765,2053289299,393945006
73172,C4358,10846,518150,2004513986,1383978390
73173,C4358,10884,452505,1855215339,866367607
73174,C4358,10996,500532,2028577594,554620434
73175,C4358,11018,480868,2220082701,404148363
73176,C4358,11032,503094,2039885878,1380943476
73177,C4358,11128,482048,2022946144,937890368
73178,C4358,11248,512992,2172444494,623203792
73179,C4358,11328,491014,2424059434,448112548
73180,C4358,11360,514468,2220112078,1488327806
73181,C4358,11448,527452,2331363906,1032466830
73182,C4358,11508,527864,2480835980,688839656
73183,C4358,11474,534954,2558447284,460802380
73184,C4358,11358,524260,2543742450,1649628410
73185,C4358,11362,532712,2405557082,1040287748
73186,C4362,20244,912956,3843368222,2045027266
73187,C4362,20384,938652,3788707008,840598494
73188,C4362,20548,944258,3881634304,435719892
73189,C4362,20782,944136,4187440486,337345850
73190,C4362,20888,929324,4076360330,2124723866
73191,C4362,20882,879420,3833074830,750923604
73192,C4362,21358,916628,4040334054,409784834
73193,C4362,21662,928614,4817662574,362509368
73194,C4362,21898,914184,4103284310,2129596736
73195,C4362,22400,949850,4253649800,871718730
73196,C4362,23016,956290,4425069930,480333796
73197,C4362,23650,961650,5276853502,405296044
73198,C4362,23904,953744,4736325894,2353095156
73199,C4362,24476,982792,4729192708,880839412
73200,C4362,25074,993940,5061714904,518361662
73201,C4362,25590,992962,5275913102,395197654
73202,C4362,25338,981000,5182499928,2550920798
73203,C4362,25568,1013170,5014035804,838780068
73204,C4366,498,19231,95454987,32878591
73205,C4366,505,19716,91722501,7879081
73206,C4366,497,19416,91258761,6055814
73207,C4366,497,19001,89146996,5295719
73208,C4366,489,18354,94322796,30705569
73209,C4366,481,16823,73143050,5937431
73210,C4366,470,16573,74678645,3828614
73211,C4366,471,16716,77714716,3526093
73212,C4366,470,16535,76135680,24867734
73213,C4366,468,16767,79570230,6715041
73214,C4366,468,16931,80369984,5063757
73215,C4366,467,17280,85014487,5204552
73216,C4366,469,17750,90661825,30843681
73217,C4366,470,17752,107518920,7918501
73218,C4366,477,18186,93687182,6625695
73219,C4366,476,18250,94799495,5085752
73220,C4366,473,18305,109473633,33155512
73221,C4366,465,18190,123915497,6670149
73222,C4370,1691,78055,236505674,150298275
73223,C4370,1685,79214,246569501,57928002
73224,C4370,1711,78828,237720991,31983372
73225,C4370,1686,79474,258683598,26193414
73226,C4370,1705,78379,238942535,152649473
73227,C4370,1729,68080,223374451,49741207
73228,C4370,1761,72444,229208056,29110969
73229,C4370,1777,75230,270174238,27745371
73230,C4370,1776,74423,231163726,148883218
73231,C4370,1812,75748,264511751,59345205
73232,C4370,1832,75715,257027091,34743193
73233,C4370,1850,76767,294834581,30410649
73234,C4370,1888,75323,255848805,157560553
73235,C4370,1936,76331,287848095,57758171
73236,C4370,1971,76084,293338070,34576849
73237,C4370,2020,77439,301322765,29797404
73238,C4370,2054,77036,293082765,173822064
73239,C4370,2040,78106,297237897,54068853
73240,C4374,1885,73053,248305242,118292835
73241,C4374,1883,73007,251966536,38219291
73242,C4374,1875,72596,245722197,22492126
73243,C4374,1876,72324,261674631,16788212
73244,C4374,1853,72220,246854938,117219886
73245,C4374,1842,62004,227960412,28745635
73246,C4374,1848,66827,231486651,19078867
73247,C4374,1836,67977,261221854,15585424
73248,C4374,1830,68402,239527241,109869751
73249,C4374,1841,68515,249849053,36591131
73250,C4374,1838,68971,255601982,22278709
73251,C4374,1827,70029,284078996,18556726
73252,C4374,1823,69984,256800979,117943933
73253,C4374,1824,69823,272845637,37037115
73254,C4374,1846,69282,285353309,23679828
73255,C4374,1847,69932,283046491,18682415
73256,C4374,1862,71132,291437431,127802704
73257,C4374,1871,70121,280204046,33003500
73258,C4376,1653,51796,193497272,66180285
73259,C4376,1669,53505,197617259,19210934
73260,C4376,1686,53955,203457788,14153009
73261,C4376,1714,53175,213868941,10968233
73262,C4376,1687,51596,200064374,67815120
73263,C4376,1688,44200,179504948,12871170
73264,C4376,1701,47976,197270510,12390057
73265,C4376,1710,48368,220424374,10199138
73266,C4376,1682,47622,193610779,64353373
73267,C4376,1683,50560,221919512,18922220
73268,C4376,1694,51021,221011350,14198999
73269,C4376,1708,50565,236789408,11973740
73270,C4376,1643,49847,211363355,68130895
73271,C4376,1679,51321,224494732,17586227
73272,C4376,1736,51202,234365222,13288098
73273,C4376,1798,51404,242528666,10102614
73274,C4376,1817,50658,231563741,69717858
73275,C4376,1830,52115,239461230,17349372
73276,C4378,12888,795816,2972978958,1291938962
73277,C4378,13168,807302,3046660178,390170800
73278,C4378,13186,803748,3055547872,250539000
73279,C4378,13210,814994,3237663888,210558280
73280,C4378,13468,781424,3032080990,1321700374
73281,C4378,13514,698040,2843900972,309250246
73282,C4378,13462,731046,2930677736,226461664
73283,C4378,13432,750366,3398932944,218413172
73284,C4378,13576,736258,2994930832,1285458896
73285,C4378,13648,748028,3210764166,381591374
73286,C4378,13714,745426,3286070084,272231254
73287,C4378,13640,758234,3750917894,247992194
73288,C4378,14188,745936,3336393556,1361673974
73289,C4378,14148,765610,3540867210,389487294
73290,C4378,14432,765760,3700951650,285582078
73291,C4378,14516,776412,3689871302,233428116
73292,C4378,14732,770022,3691065024,1439391430
73293,C4378,14938,784986,3597406042,360319296
73294,C4390,14146,928884,3667172726,2192191990
73295,C4390,14214,936760,3682960426,855772448
73296,C4390,14404,927302,3541942802,478536670
73297,C4390,14358,950818,3834921126,432800248
73298,C4390,14472,946448,3764637386,2261752476
73299,C4390,14590,867286,3423859632,781762498
73300,C4390,14802,900992,3623560832,450060058
73301,C4390,14958,931210,4141809532,405894690
73302,C4390,14952,921600,3670318456,2202524404
73303,C4390,14926,927692,3962658570,890939288
73304,C4390,15098,916912,3844275866,498806942
73305,C4390,15228,942896,4451961432,457435382
73306,C4390,15886,935210,4018397450,2343472762
73307,C4390,15758,944092,4300418406,897896834
73308,C4390,15976,934770,4281611988,515900438
73309,C4390,16210,959672,4441022704,450826420
73310,C4390,16392,953286,4547266486,2507772484
73311,C4390,16570,956696,4428992492,800148614
73312,C4394,1240,34099,106131217,63617149
73313,C4394,1258,35935,109581648,36011629
73314,C4394,1274,37140,120869517,25278038
73315,C4394,1279,36676,122302797,17774387
73316,C4394,1292,35457,117038644,69519198
73317,C4394,1290,31283,108279351,30728337
73318,C4394,1313,36273,127824674,25720215
73319,C4394,1334,35503,130628234,17205890
73320,C4394,1362,35047,121826803,71894892
73321,C4394,1399,37127,133406049,39637903
73322,C4394,1438,38183,145500929,27242024
73323,C4394,1473,37042,149765789,18525865
73324,C4394,1477,37086,141166399,81823399
73325,C4394,1503,38716,150147378,40189302
73326,C4394,1565,39851,164046866,29066637
73327,C4394,1613,38391,157468374,18341775
73328,C4394,1572,38063,156101639,89913317
73329,C4394,1569,40626,161786406,40567654
73330,C4398,738,25166,84914226,58427718
73331,C4398,747,25726,87810673,49224774
73332,C4398,747,25318,88355143,32391596
73333,C4398,736,25549,98082434,20172302
73334,C4398,732,25184,87344739,59514640
73335,C4398,736,24082,87407139,48479072
73336,C4398,739,24534,88734893,32121164
73337,C4398,741,25304,108561672,21470507
73338,C4398,746,24837,89715166,61646265
73339,C4398,745,25539,93663306,52759190
73340,C4398,760,25546,101917180,37751562
73341,C4398,745,25641,116031586,24929465
73342,C4398,747,25061,98347212,67032358
73343,C4398,752,25753,101972551,55964339
73344,C4398,746,25618,108887398,38747361
73345,C4398,748,25881,117408341,23349603
73346,C4398,742,25351,105466549,71708716
73347,C4398,742,25993,106352912,56766207
73348,C4402,874,25982,89788834,70108991
73349,C4402,896,30262,93346617,63026389
73350,C4402,911,32160,97744638,48901534
73351,C4402,911,28476,93887499,28474191
73352,C4402,902,26857,91916413,71632263
73353,C4402,903,27730,88132354,59641589
73354,C4402,903,29660,96223336,48505813
73355,C4402,895,26713,102420538,29943735
73356,C4402,906,25858,91503473,70826220
73357,C4402,919,30441,101077915,69096199
73358,C4402,911,32196,110357318,56300090
73359,C4402,923,29435,115770204,36939466
73360,C4402,924,28594,104704473,83278104
73361,C4402,940,32099,108598988,76324527
73362,C4402,946,33803,125174979,65714368
73363,C4402,951,30200,119352178,37107190
73364,C4402,949,28723,111964862,90473993
73365,C4402,954,32364,114863739,79583552
73366,C4406,36802,1418410,5855740418,3656451180
73367,C4406,36912,1462442,5951063092,3257184846
73368,C4406,37084,1467604,6015560910,2730333568
73369,C4406,37294,1469702,6326903908,2126161266
73370,C4406,37798,1456830,6172824254,3948510246
73371,C4406,37648,1331434,5777098498,3120785736
73372,C4406,37988,1382394,6037680794,2799146592
73373,C4406,45560,1393706,6661436866,2300723926
73374,C4406,38956,1398892,6330234826,3969295422
73375,C4406,39700,1464638,6755231686,3753571026
73376,C4406,40440,1486254,6856060564,3265484096
73377,C4406,41772,1502350,7672462470,2746165940
73378,C4406,41462,1480616,7039554052,4530598778
73379,C4406,39196,1518772,7300614526,4180744028
73380,C4406,33828,1526870,7691755548,3774988586
73381,C4406,33948,1526678,7727564252,2958339888
73382,C4406,33876,1510946,7850592482,5094439508
73383,C4406,34372,1552156,7691627226,4486218442
73384,C4410,10066,782740,3542467380,1001119078
73385,C4410,10098,798770,3545460380,437911110
73386,C4410,10094,797286,3981478552,256822952
73387,C4410,10048,798866,3815033162,213182108
73388,C4410,10000,772874,3694673492,1004893856
73389,C4410,9950,707426,3382252442,327347990
73390,C4410,9994,744730,3615645040,208896306
73391,C4410,10068,745172,3871374662,182830704
73392,C4410,9922,739862,3639072680,959004912
73393,C4410,10012,758070,3735314244,431875906
73394,C4410,10096,766752,3940550866,265132934
73395,C4410,10172,775940,4074538410,214250584
73396,C4410,10002,762194,3901144084,1043022520
73397,C4410,10060,784354,3952801144,442971708
73398,C4410,10148,782774,4176461512,271175972
73399,C4410,10262,780112,4179473846,201135684
73400,C4410,10304,772244,4177762986,1173732780
73401,C4410,10432,782678,4058718700,407445926
73402,C4414,47584,1646668,7117005662,3684743570
73403,C4414,47302,1690664,6905230078,2072290374
73404,C4414,47150,1666162,6847780282,1400061608
73405,C4414,46976,1690424,7383381410,1304485182
73406,C4414,46948,1637004,7183935452,3725115716
73407,C4414,46802,1402388,6401182090,1780242228
73408,C4414,47352,1469948,6612735418,1393206452
73409,C4414,48384,1553308,7663051514,1302617170
73410,C4414,48780,1518760,6761038500,3491494760
73411,C4414,48830,1583204,7195583550,2005750260
73412,C4414,49216,1594448,7380970276,1413337716
73413,C4414,49578,1630390,8125507944,1418239082
73414,C4414,49994,1592846,7481611160,3765875662
73415,C4414,50604,1642568,7749385680,2163657780
73416,C4414,50792,1632940,7888381216,1588762886
73417,C4414,50808,1637752,8181716032,1306445976
73418,C4414,50664,1590968,8188331962,4124754332
73419,C4414,50772,1628944,7811335766,1893614916
73420,C4418,25996,1229826,4304705864,2244651898
73421,C4418,26178,1249200,4371264570,959530482
73422,C4418,26484,1220344,4253425334,531105642
73423,C4418,26754,1257714,4760131102,426455384
73424,C4418,26946,1237006,4406927126,2256077460
73425,C4418,27076,1148220,4351307980,780344242
73426,C4418,27522,1177184,4368644670,468917028
73427,C4418,28004,1230454,5054965342,435882876
73428,C4418,27516,1218110,4595117402,2233667512
73429,C4418,27652,1239402,4869740654,874462750
73430,C4418,28108,1218024,4889786418,541466904
73431,C4418,28288,1268658,5620679308,507503142
73432,C4418,28156,1263032,5082743066,2446687024
73433,C4418,28584,1282126,5243089934,881344750
73434,C4418,29118,1258840,5496061144,556085478
73435,C4418,29466,1298332,5678362322,470502168
